feds_index,ref_index,incident_name,feds_timestamp,ref_timestamp,ratio,accuracy,precision,recall,iou,f1,symm_ratio
37,1349,BAYLESS,2020-09-03T12:00:00,1936-08-20T00:00:00.000000000,64.50006149222688,0.55832432550387,0.0008982986587313467,0.05794031872655678,0.0008722030039610364,0.0017691683765345095,65.38418085477379
214,23,CREEK,2020-09-09T00:00:00,2020-08-18T00:00:00.000000000,1.219209022973419,0.8248219586114555,0.745905415530306,0.9094146128992864,0.5035198432244007,0.8195844586832136,0.40037979717484207
