feds_index,ref_index,incident_name,feds_timestamp,ref_timestamp,ratio,accuracy,precision,recall,iou,f1,symm_ratio
103,10,Collett Ridge,2023-11-28T00:00:00,2023-11-09T07:30:00.000000000,1.0212581554742972,0.9694292131442706,0.8671049218949504,0.8855379731371215,0.5819750605889314,0.8762245146556513,0.2501822092000414
